Alias,IATA,lat,lon,id
Kumejima,UEO,26.3635,126.714,1799
Minami Daito,MMD,25.8465,131.263,1800
Miyako,MMY,24.7828,125.295,1801
Kitadaito,KTD,25.9447,131.327,1802
Shimojishima,SHI,24.8267,125.145,1803
Tarama,TRA,24.6539,124.675,1804
Yoron,RNJ,27.044,128.402,1805
Yonaguni Jima,OGN,24.4669,122.978,1806
Manila,MNL,14.5086,121.02,1807
Cotabato,CBO,7.16524,124.21,1808
Pagadian,PAG,7.8307314,123.46118,1809
Romblon,GES,6.058,125.096,1810
Zamboanga,ZAM,6.92242,122.06,1811
Baguio,BAG,16.3751,120.62,1812
Daet,DTE,14.1292,122.98,1813
San Jose,SJI,12.3615,121.047,1814
Mamburao,MBO,13.2081,120.605,1815
Baler,BQA,15.729309,121.50003,1816
Tacloban,TAC,11.228035,125.02776,1817
Bacolod,BCD,10.7764,123.015,1818
Dumaguete,DGT,9.33371,123.3,1819
Caticlan,MPH,11.9245,121.954,1820
Iloilo,ILO,10.833017,122.493355,1821
Kalibo,KLO,11.6794,122.376,1822
Puerto Princesa,PPS,9.74212,118.759,1823
San Jose,EUQ,10.766,121.933,1824
Concordia,COC,-31.2969,-57.9966,1825
Gualeguaychu,GHU,-33.0103,-58.6131,1826
Junin,JNI,-34.5459,-60.9306,1827
Parana,PRA,-31.7948,-60.4804,1828
Rosario,ROS,-32.9036,-60.785,1829
Santa Fe,SFN,-31.7117,-60.8117,1830
Buenos Aires,AEP,-34.5592,-58.4156,1831
Cordoba,COR,-31.3236,-64.208,1832
San Fernando,FDO,-34.4532,-58.5896,1833
La Plata,LPG,-34.9722,-57.8947,1834
El Palomar,EPA,-34.6099,-58.6126,1835
Chosmadal,HOS,-37.4447,-70.2225,1836
Fuerte Gral Roca,GNR,-39.0007,-67.6205,1837
Mendoza,MDZ,-32.8317,-68.7929,1838
Malargue,LGS,-35.4936,-69.5743,1839
San Rafael,AFA,-34.5883,-68.4039,1840
Catamarca,CTC,-28.5956,-65.7517,1841
Santiago Del Estero,SDE,-27.765556,-64.31,1842
La Rioja,IRJ,-29.3816,-66.7958,1843
Tucuman,TUC,-26.8409,-65.1049,1844
San Juan,UAQ,-31.5715,-68.4182,1845
Rio Cuarto,RCU,-33.0851,-64.2613,1846
Villa Dolores,VDR,-31.9452,-65.1463,1847
Villa Reynolds,VME,-33.7299,-65.3874,1848
San Luis,LUQ,-33.2732,-66.3564,1849
Corrientes,CNQ,-27.4455,-58.7619,1850
Resistencia,RES,-27.45,-59.0561,1851
Formosa,FMA,-26.2127,-58.2281,1852
Iguazu Falls,IGR,-25.7373,-54.4734,1853
Paso De Los Libres,AOL,-29.6894,-57.1521,1854
Monte Caseros,MCS,-30.2719,-57.6402,1855
Posadas,PSS,-27.3858,-55.9707,1856
Presidencia R.s.pena,PRQ,-26.75361,-60.49222,1857
Salta,SLA,-24.856,-65.4862,1858
Jujuy,JUJ,-24.3928,-65.0978,1859
Oran,ORA,-23.1528,-64.3292,1860
El Dorado,ELO,-26.3975,-54.5747,1861
Goya,OYA,-29.1058,-59.2189,1862
Reconquista,RCQ,-29.2103,-59.68,1863
Curuzu Cuatia,UZU,-29.7706,-57.9789,1864
El Bolson,EHL,-41.9432,-71.5323,1865
Comodoro Rivadavia,CRD,-45.7853,-67.4655,1866
Esquel,EQS,-42.908,-71.1395,1867
Trelew,REL,-43.2105,-65.2703,1868
Viedma,VDM,-40.8692,-63.0004,1869
Puerto Madryn,PMY,-42.7592,-65.1027,1870
Puerto Deseado,PUD,-47.7353,-65.9041,1871
Rio Grande,RGA,-53.7777,-67.7494,1872
Rio Gallegos,RGL,-51.6089,-69.3126,1873
Ushuaia,USH,-54.8433,-68.2958,1874
San Julian,ULA,-49.3068,-67.8026,1875
Perito Moreno,PMQ,-46.5379,-70.9787,1876
Santa Cruz,RZA,-50.0165,-68.5792,1877
Bahia Blanca,BHI,-38.725,-62.1693,1878
Colonel Suarez,CSZ,-37.4461,-61.8893,1879
Olavarria,OVR,-36.89,-60.2166,1880
General Pico,GPO,-35.6962,-63.7583,1881
Tres Arroyos,OYO,-38.3869,-60.3297,1882
Mar Del Plata,MDQ,-37.9342,-57.5733,1883
Neuquen,NQN,-38.949,-68.1557,1884
Pehuajo,PEH,-35.8446,-61.8576,1885
Santa Rosa,RSA,-36.5883,-64.2757,1886
San Carlos De Bariloche,BRC,-41.1512,-71.1575,1887
Tandil,TDL,-37.2374,-59.2279,1888
Villa Gesell,VLG,-37.2354,-57.0292,1889
Cutralco,CUT,-38.9397,-69.2646,1890
San Martin Des Andes,CPC,-40.0754,-71.1373,1891
Conceicao Do Araguaia,CDJ,-8.34835,-49.3015,1892
Araracuara,AQA,-21.812,-48.133,1893
Aracaju,AJU,-10.984,-37.0703,1894
Alta Floresta,AFL,-9.866389,-56.105,1895
Aracatuba,ARU,-21.1413,-50.4247,1896
Belem,BEL,-1.37925,-48.4763,1897
Bage,BGX,-31.3905,-54.1122,1898
Belo Horizonte,PLU,-19.8512,-43.9506,1899
Curitiba,BFH,-25.4051,-49.232,1900
Brasilia,BSB,-15.869167,-47.920834,1901
Bauru,BAU,-22.345,-49.0538,1902
Boa Vista,BVB,2.841389,-60.692223,1903
Barra Do Garcas,BPG,-15.8613,-52.3889,1904
Cascavel,CAC,-25.0003,-53.5008,1905
Belo Horizonte,CNF,-19.624443,-43.971943,1906
Campo Grande,CGR,-20.4687,-54.6725,1907
Chapeco,XAP,-27.1342,-52.6566,1908
Carolina,CLN,-7.32044,-47.4587,1909
Criciuma,CCM,-28.724443,-49.42139,1910
Campos,CAW,-21.6983,-41.3017,1911
Corumba,CMG,-19.011944,-57.67139,1912
Curitiba,CWB,-25.5285,-49.1758,1913
Caravelas,CRQ,-17.6523,-39.2531,1914
Caxias Do Sul,CXJ,-29.1971,-51.1875,1915
Cuiaba,CGB,-15.6529,-56.1167,1916
Cruzeiro do Sul,CZS,-7.59991,-72.7695,1917
President Prudente,PPB,-22.1751,-51.4246,1918
Manaus,MAO,-3.03861,-60.0497,1919
Jacare-acanga,JCR,-6.23316,-57.7769,1920
Foz Do Iguacu,IGU,-25.600279,-54.485,1921
Florianopolis,FLN,-27.670279,-48.5525,1922
Fernando Do Noronha,FEN,-3.85493,-32.4233,1923
Fortaleza,FOR,-3.77628,-38.5326,1924
Rio De Janeiro,GIG,-22.81,-43.250557,1925
Guajara-mirim,GJM,-10.7864,-65.2848,1926
Goiania,GYN,-16.632,-49.2207,1927
Sao Paulo,GRU,-23.435556,-46.473057,1928
Guaratingueta,GUJ,-22.7916,-45.2048,1929
Altamira,ATM,-3.25391,-52.254,1930
Itaituba,ITA,-3.12726,-58.4812,1931
Itaituba,ITB,-4.24234,-56.0007,1932
Ilheus,IOS,-14.816,-39.0332,1933
Ipatinga,IPN,-19.4707,-42.4876,1934
Itumbiara,ITR,-18.4447,-49.2134,1935
Imperatriz,IMP,-5.53129,-47.46,1936
Juiz De Fora,JDF,-21.7915,-43.3868,1937
Joao Pessoa,JPA,-7.145833,-34.948612,1938
Joinville,JOI,-26.2245,-48.7974,1939
Campina Grande,CPV,-7.26992,-35.8964,1940
Campinas,VCP,-23.0074,-47.1345,1941
Lajes,LAJ,-27.7821,-50.2815,1942
Lins,LIP,-21.664,-49.7305,1943
Londrina,LDB,-23.3336,-51.1301,1944
Bom Jesus Da Lapa,LAZ,-13.2621,-43.4081,1945
Maraba,MAB,-5.36859,-49.138,1946
Almeirim,MEU,-0.889839,-52.6022,1947
Maringa,MGF,-23.479445,-52.012222,1948
Montes Claros,MOC,-16.7069,-43.8189,1949
Manaus,PLL,-3.14604,-59.9863,1950
Maceio,MCZ,-9.51081,-35.7917,1951
Macapa,MCP,0.050664,-51.0722,1952
Mocord,MVF,-5.20192,-37.3643,1953
Manicore,MNX,-5.81138,-61.2783,1954
Navegantes,NVT,-26.88,-48.6514,1955
Santo Angelo,GEL,-28.2817,-54.1691,1956
Natal,NAT,-5.768056,-35.37611,1957
Oioiapoque,OYK,3.85549,-51.7969,1958
Porto Alegre,POA,-29.9944,-51.1714,1959
Parnaiba,PHB,-2.89375,-41.732,1960
Pocos De Caldas,POO,-21.843,-46.5679,1961
Passo Fundo,PFB,-28.244,-52.3266,1962
Pelotas,PET,-31.7184,-52.3277,1963
Petrolina,PNZ,-9.36241,-40.5691,1964
Porto Nacional,PNB,-10.7194,-48.3997,1965
Ponta Pora,PMG,-22.5496,-55.7026,1966
Porto Velho,PVH,-8.70929,-63.9023,1967
Rio Branco,RBR,-9.868889,-67.898056,1968
Recife,REC,-8.12649,-34.9236,1969
Rio Grande,RIG,-32.08262,-52.166542,1970
Rio De Janeiro,SDU,-22.9105,-43.1631,1971
Ribeirao Preto,RAO,-21.136389,-47.77667,1972
Rio De Janeiro,SNZ,-22.9324,-43.7191,1973
Sao Jose Dos Campos,SJK,-23.2292,-45.8615,1974
Sao Luis,SLZ,-2.58536,-44.2341,1975
Sao Paulo,CGH,-23.62611,-46.656387,1976
Sao Jose Do Rio Preto,SJP,-20.8166,-49.4065,1977
Santos,SSZ,-23.928057,-46.29972,1978
Salvador,SSA,-12.908611,-38.3225,1979
Oriximina,TMT,-1.4896,-56.3968,1980
Teresina,THE,-5.05994,-42.8235,1981
Tefe,TFF,-3.38294,-64.7241,1982
Tarauaca,TRQ,-8.15526,-70.7833,1983
Telemaco Borba,TEC,-24.3178,-50.6516,1984
Tabatinga,TBT,-4.25567,-69.9358,1985
Tucurui,TUR,-3.78601,-49.7203,1986
Sao Gabriel,SJL,-0.14835,-66.9855,1987
Paulo Alfonso,PAV,-9.40088,-38.2506,1988
Uruguaiana,URG,-29.7822,-57.0382,1989
Uberlandia,UDI,-18.883612,-48.225277,1990
Uberaba,UBA,-19.764723,-47.96611,1991
Varginha,VAG,-21.5901,-45.4733,1992
Vilhena,BVH,-12.6944,-60.0983,1993
Vitoria,VIX,-20.258057,-40.28639,1994
Piracununga,QPS,-21.9846,-47.3348,1995
Arica,ARI,-18.3485,-70.3387,1996
Balmaceda,BBA,-45.9161,-71.6895,1997
Chile Chico,CCH,-46.5833,-71.6874,1998
Calama,CJC,-22.4982,-68.9036,1999
Chillan,YAI,-36.5825,-72.0314,2000
Punta Arenas,PUQ,-53.0026,-70.8546,2001
Coyhaique,GXQ,-45.5942,-72.1061,2002
Iquique,IQQ,-20.5352,-70.1813,2003
Santiago,SCL,-33.393,-70.7858,2004
Antofagasta,ANF,-23.444502,-70.4451,2005
Porvenir,WPR,-53.2537,-70.3192,2006
Futaleufu,FFU,-43.1892,-71.8511,2007
Los Angeles,LSQ,-37.4017,-72.4254,2008
Puerto Williams,WPU,-54.9311,-67.6263,2009
Concepcion,CCP,-36.7727,-73.0631,2010
Easter Island,IPC,-27.1648,-109.422,2011
Osorno,ZOS,-40.6112,-73.061,2012
Vallenar,VLR,-28.5964,-70.756,2013
Rancagua,QRC,-34.1737,-70.7757,2014
Isla Rey Jorge,TNM,-62.1908,-58.9867,2015
La Serena,LSC,-29.9162,-71.1995,2016
Temuco,PZS,-38.7668,-72.6371,2017
Puerto Montt,PMC,-41.4389,-73.094,2018
Chaiten,WCH,-42.9328,-72.6991,2019
Valdivia,ZAL,-39.65,-73.0861,2020
Ambato,ATF,-1.21207,-78.5746,2021
Coca,OCC,-0.462886,-76.9868,2022
Cuenca,CUE,-2.88947,-78.9844,2023
Galapagos,GPS,-0.453758,-90.2659,2024
Guayaquil,GYE,-2.15742,-79.8836,2025
Latacunga,LTX,-0.906833,-78.6158,2026
Macara,MRR,-4.37823,-79.941,2027
Macas,XMS,-2.29917,-78.1208,2028
Machala,MCH,-3.2689,-79.9616,2029
Manta,MEC,-0.946078,-80.6788,2030
Portoviejo,PVO,-1.04165,-80.4722,2031
Quito,UIO,-0.12916666,-78.3575,2032
Santa Rosa,ETR,-3.441986,-79.996956,2033
Salinas,SNC,-2.20499,-80.9889,2034
Tarapoa,TPC,-0.122956,-76.3378,2035
Tulcan,TUA,0.809506,-77.7081,2036
Asuncion,ASU,-25.24,-57.52,2037
Ayolas,AYO,-27.370554,-56.854065,2038
Conception,CIO,-23.442364,-57.427254,2039
Mariscal Estigarribia,ESG,-22.05,-60.62,2040
Pilar,PIL,-26.881224,-58.318027,2041
Armenia,AXM,4.45278,-75.7664,2042
Puerto Asis,PUU,0.505228,-76.5008,2043
El Banco,ELB,9.04554,-73.9749,2044
Bucaramanga,BGA,7.1265,-73.1848,2045
Bogota,BOG,4.70159,-74.1469,2046
Barranquilla,BAQ,10.8896,-74.7808,2047
Bahia Solano,BSC,6.20292,-77.3947,2048
Buenaventura,BUN,3.81963,-76.9898,2049
Cucuta,CUC,7.92757,-72.5115,2050
Cartagena,CTG,10.4424,-75.513,2051
Cali,CLO,3.54322,-76.3816,2052
Tumaco,TCO,1.81442,-78.7492,2053
Corozal,CZU,9.33274,-75.2856,2054
Barrancabermeja,EJA,7.02433,-73.8068,2055
Florencia,FLA,1.58919,-75.5644,2056
Girardot,GIR,4.27624,-74.7967,2057
Guapi,GPI,2.57013,-77.8986,2058
Ibague,IBE,4.42161,-75.1333,2059
Ipiales,IPI,0.861925,-77.6718,2060
Carepa,APO,7.81196,-76.7164,2061
La Mina,MCJ,11.2325,-72.4901,2062
Leticia,LET,-4.19355,-69.9432,2063
Medellin,EOH,6.220549,-75.59058,2064
Magangue,MGN,9.28474,-74.8461,2065
Monteria,MTR,8.82374,-75.8258,2066
Mitu,MVP,1.25366,-70.2339,2067
Manizales,MZL,5.0296,-75.4647,2068
Neiva,NVA,2.95015,-75.294,2069
Ocana,OCV,8.31506,-73.3583,2070
Otu,OTU,7.01037,-74.7155,2071
Puerto Carreno,PCR,6.18472,-67.4932,2072
Pereira,PEI,4.81267,-75.7395,2073
Pitalito,PTX,1.85777,-76.0857,2074
Popayan,PPN,2.4544,-76.6093,2075
Pasto,PSO,1.39625,-77.2915,2076
Providencia,PVA,13.3569,-81.3583,2077
Mariquita,MQU,5.21256,-74.8836,2078
Rio Negro,MDE,6.16454,-75.4231,2079
Rio Hacha,RCH,11.5262,-72.926,2080
San Jose Del Guaviare,SJE,2.57969,-72.6394,2081
Santa Marta,SMR,11.1196,-74.2306,2082
San Andres Island,ADZ,12.5836,-81.7112,2083
San Vincente De Caguan,SVI,2.15217,-74.7663,2084
Tame,TME,6.45108,-71.7603,2085
Arauca,AUC,7.06888,-70.7369,2086
Quibdo,UIB,5.69076,-76.6412,2087
Tulua,ULQ,4.08836,-76.2351,2088
Valledupar,VUP,10.435,-73.2495,2089
Villavicencio,VVC,4.16787,-73.6138,2090
Bermejo,BJO,-22.7733,-64.3129,2091
Cochabamba,CBB,-17.4211,-66.1771,2092
Chapacura,CCA,-16.976833,-65.14557,2093
Cobija,CIJ,-11.0404,-68.783,2094
La Paz,LPB,-16.5133,-68.1923,2095
Oruro,ORU,-17.9626,-67.0762,2096
Potosi,POI,-19.5431,-65.7237,2097
Puerto Suarez,PSZ,-18.975302,-57.8206,2098
Santa Ana,SBL,-13.7622,-65.4352,2099
Sucre,SRE,-19.0071,-65.2887,2100
Tarija,TJA,-21.5557,-64.7013,2101
Trinidad,TDD,-14.8187,-64.918,2102
Villa Montes,VLM,-21.2552,-63.4056,2103
Santa Cruz,VVI,-17.6448,-63.1354,2104
Yacuiba,BYC,-21.9609,-63.6517,2105
Zandery,PBM,5.45283,-55.1878,2106
Cayenne,CAY,4.81981,-52.3604,2107
St.-georges Oyapock,OYP,3.8976,-51.8041,2108
Andoas,AOP,-2.79613,-76.4666,2109
Iberia,IBP,-11.4116,-69.4887,2110
Pucallpa,PCL,-8.37794,-74.5743,2111
Chimbote,CHM,-9.14961,-78.5238,2112
Chiclayo,CIX,-6.78748,-79.8281,2113
Ayacucho,AYP,-13.1548,-74.2044,2114
Andahuaylas,ANS,-13.7064,-73.3504,2115
Anta,ATA,-9.34744,-77.5984,2116
Lima,LIM,-12.0219,-77.1143,2117
Juanjui,JJI,-7.1691,-76.7286,2118
Jauja,JAU,-11.7831,-75.4734,2119
Juliaca,JUL,-15.4671,-70.1582,2120
Ilo,ILQ,-17.695,-71.344,2121
Tumbes,TBP,-3.55253,-80.3814,2122
Yurimaguas,YMS,-5.89377,-76.1182,2123
Chachapoyas,CHH,-6.20181,-77.8561,2124
Iquitos,IQT,-3.78474,-73.3088,2125
Arequipa,AQP,-16.3411,-71.5831,2126
Trujillo,TRU,-8.08141,-79.1088,2127
Pisco,PIO,-13.7449,-76.2203,2128
Tarapoto,TPP,-6.50874,-76.3732,2129
Tacna,TCQ,-18.0533,-70.2758,2130
Puerto Maldonado,PEM,-12.6136,-69.2286,2131
Piura,PIU,-5.20575,-80.6164,2132
Talara,TYL,-4.57664,-81.2541,2133
Cuzco,CUZ,-13.5357,-71.9388,2134
Durazno,DZO,-33.3589,-56.4992,2135
Montevideo,MVD,-34.8384,-56.0308,2136
Salto,STY,-31.4385,-57.9853,2137
Acarigua,AGV,9.553375,-69.23787,2138
Anaco,AAO,9.430225,-64.470726,2139
Barcelona,BLA,10.111111,-64.69222,2140
Barinas,BNS,8.615,-70.214165,2141
Barquisimeto,BRM,10.042747,-69.35862,2142
Ciudad Bolivar,CBL,8.122161,-63.536957,2143
Caicara De Orinoco,CXA,7.62551,-66.1628,2144
Calabozo,CLZ,8.924656,-67.41709,2145
Canaima,CAJ,6.231989,-62.85443,2146
Carora,VCR,10.175603,-70.065216,2147
Carupano,CUP,10.660014,-63.26168,2148
Coro,CZE,11.414944,-69.6809,2149
Cumana,CUM,10.450333,-64.13047,2150
El Dorado,EOR,6.733333,-61.583332,2151
Elorza,EOZ,7.083333,-69.53333,2152
Guasdualito,GDO,7.233333,-70.8,2153
Guiria,GUI,10.574078,-62.312668,2154
Guanare,GUQ,9.026944,-69.75515,2155
Higuerote,HGE,10.462474,-66.09278,2156
Isla De Coche,ICC,10.794432,-63.98159,2157
Paraguana,LSP,11.780775,-70.1515,2158
La Fria,LFR,8.239167,-72.27103,2159
Maracaibo,MAR,10.558208,-71.72786,2160
Merida,MRD,8.582078,-71.16104,2161
Porlamar,PMV,10.912603,-63.9666,2162
Caracas,CCS,10.601194,-66.99122,2163
Maturin,MUN,9.75453,-63.1474,2164
Puerto Ayacucho,PYH,5.61999,-67.6061,2165
Puerto Cabello,PBL,10.4805,-68.073,2166
San Cristobal,SCI,7.80132,-72.2029,2167
Guayana,PZO,8.28853,-62.7604,2168
Palmarito,PTM,7.56667,-70.1833,2169
San Antonio,SVZ,7.84083,-72.4397,2170
Santa Barbara,SBB,7.803514,-71.16572,2171
Santa Ana De Uairen,SNV,4.555,-61.15,2172
Santo Domingo,STD,7.56538,-72.0351,2173
San Felipe,SNF,10.2787,-68.7552,2174
San Fernando De Apure,SFD,7.88332,-67.444,2175
San Tome,SOM,8.945147,-64.151085,2176
Santa Barbara,STB,8.97455,-71.94325,2177
Tucupita,TUV,9.088994,-62.094173,2178
Tumeremo,TMO,7.24938,-61.52893,2179
Valencia,VLN,10.149733,-67.9284,2180
Valera,VLV,9.340478,-70.58406,2181
Valle De La Pascua,VDP,9.222028,-65.99358,2182
Lethem,LTM,3.37276,-59.7894,2183
Antigua,ANU,17.1367,-61.7927,2184
Bridgetown,BGI,13.0746,-59.4925,2185
Canefield,DCF,15.3367,-61.3922,2186
Dominica,DOM,15.547,-61.3,2187
Fort-de-france,FDF,14.591,-61.0032,2188
St. Martin,SFG,18.0999,-63.0472,2189
Pointe-a-pitre,PTP,16.2653,-61.5318,2190
Point Salines,GND,12.0042,-61.7862,2191
St. Thomas,STT,18.3373,-64.9734,2192
St. Croix Island,STX,17.7019,-64.7986,2193
Aguadilla,BQN,18.4949,-67.1294,2194
Fajardo,FAJ,18.3089,-65.6619,2195
San Juan,SIG,18.4568,-66.0981,2196
Mayaguez,MAZ,18.2557,-67.1485,2197
Ponce,PSE,18.0083,-66.563,2198
San Juan,SJU,18.4394,-66.0018,2199
Basse Terre,SKB,17.3112,-62.7187,2200
Castries,SLU,14.0202,-60.9929,2201
Hewandorra,UVF,13.7332,-60.9526,2202
Oranjestad,AUA,12.5014,-70.0152,2203
Kralendijk,BON,12.131,-68.2685,2204
Willemstad,CUR,12.1889,-68.9598,2205
Oranjestad,EUX,17.4965,-62.9794,2206
Philipsburg,SXM,18.041,-63.1089,2207
The Valley,AXA,18.2048,-63.0551,2208
Scarborough,TAB,11.1497,-60.8322,2209
Port-of-spain,POS,10.5954,-61.3372,2210
Tortola,EIS,18.4448,-64.543,2211
Canouan Island,CIW,12.699,-61.3424,2212
Mustique,MQS,12.8879,-61.1802,2213
Kingstown,SVD,13.156695,-61.149944,2214
Alma-ata,ALA,43.3521,77.0405,2215
Balkhash,BXH,46.8933,75.005,2216
Tselinograd,TSE,51.0222,71.4669,2217
Dzhambul,DMB,42.8536,71.3036,2218
Bishkek,FRU,43.0613,74.4776,2219
Osh,OSS,40.609,72.7933,2220
Chimkent,CIT,42.3642,69.4789,2221
Uralsk,URA,51.1508,51.5431,2222
Pavlodar,PWQ,52.195,77.0739,2223
Semiplatinsk,PLX,50.351295,80.2344,2224
Aktyubinsk,AKX,50.2458,57.2067,2225
Baku,GYD,40.4675,50.0467,2226
Yakutsk,YKS,62.0933,129.771,2227
Mirnyj,MJZ,62.5347,114.039,2228
Blagoveschensk,BQS,50.4254,127.412,2229
Khabarovsk,KHV,48.528,135.188,2230
Provideniya Bay,PVS,64.3781,-173.243,2231
Magadan,GDX,59.911,150.72,2232
Pevek,PWE,69.7833,170.597,2233
Petropavlovsk,PKC,53.1679,158.454,2234
Yuzhno-sakhalinsk,UUS,46.8887,142.718,2235
Vladivostok,VVO,43.399,132.148,2236
Chita,HTA,52.0263,113.306,2237
Bratsk,BTK,56.3706,101.698,2238
Irkutsk,IKT,52.268,104.389,2239
Ulan-ude,UUD,51.8078,107.438,2240
Kiev,KBP,50.345,30.8947,2241
Donetsk,DOK,48.0736,37.7397,2242
Dnepropetrovsk,DNK,48.3572,35.1006,2243
Simferopol,SIP,45.0522,33.9751,2244
Kiev,IEV,50.40194,30.45194,2245
Lvov,LWO,49.8125,23.9561,2246
Odessa,ODS,46.4268,30.6765,2247
St. Petersburg,LED,59.8003,30.2625,2248
Murmansk,MMK,68.7817,32.7508,2249
Gomel,GME,52.527,31.0167,2250
Vitebsk,VTB,55.1265,30.3496,2251
Kaliningrad,KGD,54.89,20.5926,2252
Minsk,MHP,53.8645,27.5397,2253
Minsk 2,MSQ,53.8825,28.0307,2254
Abakan,ABA,53.74,91.385,2255
Barnaul,BAX,53.3638,83.5385,2256
Kemorovo,KEJ,55.2701,86.1072,2257
Omsk,OMS,54.967,73.3105,2258
Krasnodar,KRR,45.0347,39.1705,2259
Makhachkala,MCX,42.8168,47.6523,2260
Mineralnye Vody,MRV,44.2251,43.0819,2261
Stavropol,STW,45.1092,42.1128,2262
Rostov,ROV,47.49389,39.92472,2263
Sochi,AER,43.4499,39.9566,2264
Astrakhan,ASF,46.2833,48.0063,2265
Volgograd,VOG,48.7825,44.3455,2266
Chelyabinsk,CEK,55.3058,61.5033,2267
Magnetiogorsk,MQF,53.3931,58.7557,2268
Nizhnevartovsk,NJC,60.9493,76.4836,2269
Perm,PEE,57.9145,56.0212,2270
Surgut,SGC,61.3437,73.4018,2271
Yekaterinburg,SVX,56.7431,60.8027,2272
Ashkhabad,ASB,37.9868,58.361,2273
Krasnovodsk,KRW,40.0633,53.0072,2274
Chardzhou,CRZ,39.0833,63.6133,2275
Dushanbe,DYU,38.5433,68.825,2276
Bukhara,BHK,39.775,64.4833,2277
Samarkand,SKD,39.7005,66.9838,2278
Tashkent,TAS,41.2579,69.2812,2279
Bryansk,BZK,53.2142,34.1764,2280
Moscow,SVO,55.9726,37.4146,2281
Tver,KLD,56.8247,35.7577,2282
Voronezh,VOZ,51.8142,39.2296,2283
Moscow,VKO,55.5915,37.2615,2284
Syktyvkar,SCW,61.647,50.8451,2285
Kazan,KZN,55.6062,49.2787,2286
Orenburg,REN,51.7958,55.4567,2287
Ufa,UFA,54.5575,55.8744,2288
Samara,KUF,53.5049,50.1643,2289
Ahmedabad,AMD,23.0772,72.6347,2290
Akola,AKD,20.699,77.0586,2291
Aurangabad,IXU,19.8627,75.3981,2292
Mumbai,BOM,19.0887,72.8679,2293
Bilaspur,PAB,21.9884,82.111,2294
Bhuj,BHJ,23.2878,69.6702,2295
Belgaum,IXG,15.8593,74.6183,2296
Baroda,BDQ,22.3362,73.2263,2297
Bhopal,BHO,23.2875,77.3374,2298
Bhaunagar,BHU,21.7522,72.1852,2299
Daman,NMB,20.4344,72.8432,2300
Guna,GUX,24.6547,77.3473,2301
Goa,GOI,15.3808,73.8314,2302
Indore,IDR,22.7218,75.8011,2303
Jabalpur,JLR,23.1778,80.052,2304
Jamnagar,JGA,22.4655,70.0126,2305
Kandla,IXY,23.1127,70.1003,2306
Khajuraho,HJR,24.8172,79.9186,2307
Kolhapur,KLH,16.6647,74.2894,2308
Keshod,IXK,21.3171,70.2704,2309
Nagpur,NAG,21.0922,79.0472,2310
Nasik Road,ISK,20.1191,73.9129,2311
Pune,PNQ,18.5821,73.9197,2312
Porbandar,PBD,21.6487,69.6572,2313
Rajkot,RAJ,22.3092,70.7795,2314
Raipur,RPR,21.1804,81.7388,2315
Sholapur,SSE,17.628,75.9348,2316
Surat,STV,21.1141,72.7418,2317
Udaipur,UDR,24.6177,73.8961,2318
Colombo,CMB,7.18076,79.8841,2319
Anuradhapura,ACJ,8.30149,80.4279,2320
Batticaloa,BTC,7.70576,81.6788,2321
Colombo,RML,6.82199,79.8862,2322
Galoya,ADP,7.33776,81.62594,2323
Jaffna,JAF,9.79233,80.0701,2324
Trinciomalee,TRR,8.53851,81.1819,2325
Kompong Chnang,KZC,12.2552,104.564,2326
Phnom-penh,PNH,11.5466,104.844,2327
Siem-reap,REP,13.4107,103.813,2328
Stung Treng,TNX,13.5319,106.015,2329
Along,IXV,28.1753,94.802,2330
Agartala,IXA,23.887,91.2404,2331
Aizwal,AJL,23.8406,92.6197,2332
Baghdogra,IXB,26.6812,88.3286,2333
Bhubaneswar,BBI,20.2444,85.8178,2334
Kolkata,CCU,22.6547,88.4467,2335
Cooch-behar,COH,26.3305,89.4672,2336
Dhanbad,DBD,23.834,86.4253,2337
Gaya,GAY,24.7443,84.9512,2338
Imphal,IMF,24.76,93.8967,2339
Jamshedpur,IXW,22.8132,86.1688,2340
Jorhat,JRH,26.7315,94.1755,2341
Kailashahar,IXH,24.3082,92.0072,2342
Silchar,IXS,24.9129,92.9787,2343
Lilabari,IXI,27.2955,94.0976,2344
Mohanbari,DIB,27.4839,95.0169,2345
Mazuffarpur,MZU,26.1191,85.3137,2346
Patina,PAT,25.5913,85.088,2347
Ranchi,IXR,23.3143,85.3217,2348
Rourkela,RRK,22.2567,84.8146,2349
Vishakhapatnam,VTZ,17.7212,83.2245,2350
Zero,ZER,27.5883,93.8281,2351
Cox's Bazar,CXB,21.4522,91.9639,2352
Chittagong,CGP,22.2496,91.8133,2353
Ishurdi,IRD,24.1525,89.0494,2354
Jessore,JSR,23.1838,89.1608,2355
Rajshahi,RJH,24.4372,88.6165,2356
Saidpur,SPD,25.7592,88.9089,2357
Sylhet Osmani,ZYL,24.9632,91.8668,2358
Dhaka,DAC,23.843348,90.39778,2359
Hong Kong,HKG,22.3089,113.915,2360
Agra,AGR,27.1558,77.9609,2361
Allahabad,IXD,25.4401,81.7339,2362
Amritsar,ATQ,31.7096,74.7973,2363
Bikaner,BKB,28.0706,73.2072,2364
Varanasi,VNS,25.4524,82.8593,2365
Kulu,KUU,31.8767,77.1544,2366
Bhatinda,BUP,30.2701,74.7558,2367
Bareilly,BEK,28.4221,79.4508,2368
Chandigarh,IXC,30.6735,76.7885,2369
