Alias,IATA,lat,lon,id
Winslow,INW,35.0219,-110.723,5205
Douglas,DGL,31.3426,-109.506,5206
Marakei,MZK,2.05861,173.271,5207
Abemama,AEA,0.490833,173.829,5208
Buariki,AAK,0.185278,173.637,5209
Kuria,KUC,0.218611,173.442,5210
Arorae,AIS,-2.61611,176.803,5211
Tamana,TMN,-2.48583,175.97,5212
Beru Island,BEZ,-1.35472,176.007,5213
Nikunau,NIG,-1.31444,176.41,5214
Butaritari,BBG,3.08583,172.811,5215
Makin,MTK,3.37444,172.992,5216
Maiana,MNK,1.00361,173.031,5217
Nonouti,NON,-0.639722,174.428,5218
Tabiteuea,TSU,-1.47444,175.064,5219
Bosset,BOT,-7.240833,141.09233,5220
Ine,IMI,7.016667,171.48334,5221
Tinak,TIC,7.133333,171.91667,5222
Elenak,EAL,9.083333,167.33333,5223
Lae,LML,8.921667,166.26555,5224
Airok,AIC,7.1,171.23334,5225
Enejit,EJT,6.040278,171.98445,5226
Whitianga,WTZ,-36.8317,175.679,5227
Takaka,KTF,-40.8133,172.775,5228
Peleliu,C23,6.998333,134.23277,5229
Savai\'i,AAU,-13.505,-172.62778,5230
Afutara,AFT,-9.191389,160.94861,5231
Ulawa,RNA,-9.860543,161.97955,5232
Choiseul Bay,CHY,-6.711944,156.39612,5233
Santa Ana,NNB,-10.847994,162.4541,5234
Yandina,XYA,-9.092816,159.21841,5235
Batuna,BPF,-8.562028,158.11931,5236
Bartow,BOW,27.9434,-81.7834,5237
Fiti\'uta,FTI,-14.2172,-169.425,5238
Ofu,OFU,-14.184444,-169.67,5239
Livermore,LVK,37.6934,-121.82,5240
Mariposa,RMY,37.5109,-120.04,5241
Grootfontein,GFY,-19.6022,18.1227,5242
Rundu,NDU,-17.9565,19.7194,5243
Beppu,BPU,33.3,131.5333,5244
Heron Island,HRN,-23.441668,151.91139,5245
Lady Elliot Island,LYT,-24.113333,152.71527,5246
Orpheus Island,ORS,-18.634,146.5,5247
London,QQP,51.515835,-0.176111,5248
Palm Springs,TRM,33.6267,-116.16,5249
Santa Monica,SMO,34.0158,-118.451,5250
Palm Springs,UDD,33.7484,-116.275,5251
Scottsdale,SCF,33.6229,-111.911,5252
Olympia,OLM,46.9694,-122.903,5253
Rifle,RIL,39.5263,-107.727,5254
SARATOGA,SAA,41.4449,-106.824,5255
Atlanta,PDK,33.8756,-84.302,5256
Bloomington,BMG,39.146,-86.6167,5257
Stuart,SUA,27.1817,-80.2211,5258
Morristown,MMU,40.7994,-74.4149,5259
Napa,APC,38.2132,-122.281,5260
San Diego,SDM,32.5723,-116.98,5261
Venice,VNC,27.0716,-82.4403,5262
Pahokee,PHK,26.785,-80.6934,5263
Nezhitino,NEZ,57.479443,43.2975,5264
Machu Pichu,MFT,-13.1167,-72.5667,5265
Panama City,ECP,30.357105,-85.79542,5266
San Bernardino,SBD,34.0954,-117.235,5267
Valenca,VAL,-13.2965,-38.9924,5268
Caruaru,CAU,-8.28239,-36.0135,5269
Wake island,AWK,19.2821,166.636,5270
Nova Iguacu,QNV,-22.7453,-43.4603,5271
Paris,XPG,48.88093,2.355323,5272
Paris,XGB,48.84,2.318611,5273
Tours,XSH,47.385628,0.723347,5274
San Carlos,SQL,37.5119,-122.25,5275
Rocky Mount,RWI,35.8563,-77.8919,5276
Soldotna,SXQ,60.4757,-151.034,5277
El Cajon,SEE,32.8262,-116.972,5278
Amsterdam,ZYA,52.378334,4.9,5279
Freetown,JMY,8.490278,-13.289722,5280
Phan Rang,PHA,11.6335,108.952,5281
Son-La,SQH,21.217,104.033,5282
Truckee,TKF,39.32,-120.14,5283
Frejus,FRJ,43.4175,6.7357,5284
Geelong,GEX,-38.225,144.333,5285
Berlin,QPP,52.52493,13.36963,5286
Oneonta,ONH,42.524723,-75.064445,5287
Livingston-Montana,LVM,45.6994,-110.448,5288
Kota Kinabalu,ZWR,11.1111,11.1111,5289
Monument Valley,GMV,37.0167,-110.201,5290
New York,JRA,40.7545,-74.0071,5291
Lakeland,LAL,27.9889,-82.0186,5292
Syangboche,SYH,27.8112,86.7124,5293
Murrieta-Temecula,RBK,33.5742,-117.128,5294
Oristano,FNU,39.89531,8.642661,5295
Mysore,MYQ,12.23,76.65583,5296
Dayton,MGY,39.589,-84.2249,5297
Findley,FDY,41.0135,-83.6687,5298
Penneshaw,PEA,-35.755848,137.96288,5299
Kaufbeuren,KFX,47.885,10.6294,5300
Munich,MUQ,48.1408,11.555,5301
Nurnberg,NUR,49.446,11.081944,5302
Augsburg,AUB,48.3655,10.886,5303
Biessenhofen,BIE,47.851,10.634,5304
Buchloe,BUH,48.0411,10.715,5305
Fussen,FUX,47.585,10.6866,5306
Kempten,EMP,38.3321,-96.1912,5307
Aiome,AIE,-5.8,144.44,5308
Simbai,SIM,-4.0,144.0,5309
Ambunti,AUJ,-4.15,142.51,5310
Marktoberdorf,MOS,47.777,10.623,5311
Wycombe,HYC,51.6117,-0.808333,5312
Bembridge,BBP,50.6781,-1.10944,5313
Leuterschach,LES,47.75,10.601,5314
Spearfish-South Dakota,SPF,44.4803,-103.783,5315
Gdynia,QYD,54.5797,18.5172,5316
Olive Branch,OLV,34.9787,-89.7869,5317
Vina del Mar,KNA,-32.9496,-71.4786,5318
Zonguldak,ONQ,41.5064,32.0886,5319
Broomfield-CO,BJC,39.9088,-105.117,5320
Salem,SLE,44.9095,-123.003,5321
Tunica,UTM,34.681,-90.3467,5322
Kasaba Bay,ZKB,-8.525,30.663,5323
Lindau,LND,42.8152,-108.73,5324
Volkel,UDE,51.656387,5.708611,5325
Milwaukee,MWC,43.1104,-88.0344,5326
Janesville,JVL,42.6203,-89.0416,5327
Hatfield,HTF,51.765,-0.24833,5328
Lawrenceville,LZU,33.9781,-83.9624,5329
Bowling Green,BWG,36.9645,-86.4197,5330
Tulsa,RVS,36.0396,-95.9846,5331
Novorossiysk,NOI,44.4016,37.7779,5332
Minhad AB,NHD,25.0268,55.3662,5333
Kirovograd,KGO,48.5428,32.285,5334
Dabaa City,DBB,30.9245,28.4614,5335
Bryce Canyon,BCE,37.7064,-112.145,5336
Heidelberg,HDB,49.393333,8.6525,5337
Shchyolkovo,CKL,55.8783,38.0617,5338
Tengchong,TCZ,24.938055,98.48583,5339
Sevastopol,UKS,44.689,33.571,5340
Nassau,WZY,25.0872,-77.3239,5341
Camp Bastion,OAZ,31.8638,64.2246,5342
Olathe,JCI,38.8309,-94.8903,5343
Easton,ESN,38.8042,-76.069,5344
Hamar,HMR,60.8181,11.068,5345
Republic,R49,48.718204,-118.65647,5346
Yuba City,MYV,39.0978,-121.57,5347
Stockholm,STO,59.3233,18.081,5348
Helsingborg,JHE,56.0419,12.6912,5349
Duncan,DUC,34.4709,-97.9599,5350
Chinle,E91,36.11088,-109.575424,5351
Uvalde,UVA,29.2113,-99.7436,5352
Lockport,LOT,41.6073,-88.0962,5353
Urbana,C16,40.144978,-88.200195,5354
Concord,CCR,37.9897,-122.057,5355
Ocean Reef Club Airport,OCA,25.3254,-80.2748,5356
Yushu,YUS,32.836388,97.03639,5357
Playon Chico,PYC,9.303333,-78.236115,5358
Ustupo,UTU,9.137778,-77.93361,5359
Mamitupo,MPU,9.186667,-77.98417,5360
Huai An,HIA,33.790833,119.125,5361
El Porvenir,PVE,9.559167,-78.97111,5362
Oshawa,YOO,43.9228,-78.895,5363
Lahr,LHA,48.3693,7.82772,5364
Monywa,NYW,22.221638,95.093475,5365
Athens,ATO,39.211,-82.2314,5366
Springfield,SGH,39.8403,-83.8402,5367
Santo Domingo,HEX,18.4697,-69.9694,5368
Cooinda,CDA,-12.9033,132.532,5369
Jabiru,JAB,-12.6583,132.893,5370
Regensburg,RGB,49.022,12.1111,5371
Treuchtlingen,TLG,49.04,11.081944,5372
Rio Sidra,RSI,8.966667,-80.333336,5373
Miami,MPB,25.7783,-80.1703,5374
Freetown,HGS,8.39713,-13.1291,5375
Topeka,TOP,39.0687,-95.6225,5376
Smyrna,MQY,36.009,-86.5201,5377
Sewanee,UOS,35.2051,-85.8981,5378
Shiquanhe,NGQ,32.1,80.053055,5379
Cochstedt,CSO,51.8564,11.4203,5380
Wurzburg,WZB,49.7999,9.95555,5381
Chicago-Wheeling,PWK,42.114223,-87.9015,5382
Kelso,KLS,46.118,-122.898,5383
Put-in-Bay,3W2,41.3521,-82.497,5384
Tureia,ZTA,-20.7897,-138.57,5385
Port Townsend,TWD,48.0314,-122.4838,5386
Lynden,38W,48.955894,-122.458115,5387
Port Townsend,0S9,48.05381,-122.810646,5388
Puerto Obaldia,PUE,8.667,-77.418,5389
Kerch,KHC,45.3725,36.4014,5390
Ottawa,XDS,45.4164,-75.6517,5391
Belleville,XVV,44.1793,-77.3747,5392
Edmonton,XZL,53.5789,-113.5307,5393
Richmond,ZRD,37.5343,-77.42945,5394
Kuala Lumpur,XKL,3.134,101.686,5395
Churchill,XAD,58.76775,-94.17425,5396
Winnipeg,XEF,49.8889,-97.1342,5397
Ukunda,UKA,-4.29333,39.5711,5398
Wilmington,ILN,39.4279,-83.7921,5399
Tucson,AVW,32.4096,-111.218,5400
Casa Grande,CGZ,32.9549,-111.767,5401
Buckeye,BXK,33.4204,-112.686,5402
Athens,MMI,35.3973,-84.5626,5403
Sterling,STK,40.6153,-103.265,5404
Rawlins,RWL,41.8056,-107.2,5405
Caldwell,CDW,40.8752,-74.2814,5406
Kaiser Lake Ozark,AIZ,38.096,-92.5495,5407
Big Bear,L35,34.26378,-116.856026,5408
KIEV,KIP,50.1403,30.1808,5409
Bamberg,BAM,49.911,10.9,5410
Thomasville,TVI,30.9016,-83.8813,5411
Henderson,HSH,35.9728,-115.134,5412
Kiev,GML,50.6035,30.1919,5413
Tifton,TMA,31.429,-83.4885,5414
Frankfurt,ZRB,50.107025,8.662761,5415
Prague,XYG,50.082687,14.43503,5416
Florence,ZMS,43.776665,11.248017,5417
London,QQS,51.53252,-0.12630038,5418
Ulusaba,ULX,-24.782766,31.35393,5419
RADOM,RDO,51.3892,21.2133,5420
Phoenix ,DVT,33.6883,-112.083,5421
Revelstoke,YRV,50.9667,-118.183,5422
Farmingdale,FRG,40.7288,-73.4134,5423
Tula,TYA,54.14221,37.355618,5424
Zhongwei,ZHY,37.573124,105.15446,5425
McKinley Park,MCL,63.7326,-148.911,5426
Prospect Creek,PPC,66.8141,-150.644,5427
Khwai River,KHW,-19.15,23.783,5428
Taichung,TXG,24.1863,120.654,5429
Hudson NY,HCC,42.2913,-73.7103,5430
Wheeling,HLG,40.175,-80.6463,5431
Perry,40J,30.069279,-83.58058,5432
Cairo,70J,30.887978,-84.15473,5433
Samsun,SSX,41.1641,36.1814,5434
Ye,XYE,15.3,97.867,5435
Kingston,XEG,44.256943,-76.53694,5436
Dorval,XAX,45.448612,-73.74111,5437
Dubai,DWC,24.896357,55.16139,5438
Rockport,RKP,28.0868,-97.0446,5439
Bandanaira-Naira Island,NDA,-4.53333,129.9,5440
Verdun,MVV,45.8208,6.65222,5441
Ajaccio,MFX,45.407,6.577942,5442
Baise,AEB,23.7206,106.96,5443
Okaukuejo,OKF,-19.1492,15.9119,5444
Mokuti Lodge,OKU,-18.8128,17.0594,5445
Koethen,KOQ,51.72111,11.952778,5446
Sankt Peter-Ording,PSH,54.308887,8.686944,5447
Troutdale,TTD,45.5494,-122.401,5448
Hillsboro,HIO,45.5404,-122.95,5449
Live Oak,24J,30.300125,-83.0247,5450
Khost,KHT,33.3334,69.952,5451
Naypyidaw,NMT,23.083,97.383,5452
Burns,BNO,43.5919,-118.955,5453
Prineville,PRZ,44.287,-120.904,5454
Red Bluff,RBL,40.1507,-122.252,5455
Novato,NOT,38.1436,-122.556,5456
Lakeview,LKV,42.1611,-120.399,5457
Tillamook,OTK,45.4182,-123.814,5458
Ontario,ONO,44.0205,-117.014,5459
The Dalles,DLS,45.6185,-121.167,5460
Gaithersburg,GAI,39.1683,-77.166,5461
Sharona,OAS,33.12575,68.83852,5462
Pembroke,YTA,45.8644,-77.2517,5463
Tsumeb,TSB,-19.2619,17.7325,5464
Suffield,YSD,50.2667,-111.183,5465
BLUMENAU,BNU,-26.8306,-49.0903,5466
Sibiu,SIB,45.4649,24.053,5467
Quincy,2J9,30.59787,-84.55743,5468
Moultrie,MGR,31.084917,-83.80325,5469
Roche Harbor,RCE,48.608055,-123.15972,5470
Blakely Island,BYW,48.56025,-122.80243,5471
Rosario,RSJ,48.645557,-122.86806,5472
Westsound,WSX,48.61778,-122.95278,5473
Friday Harbor,FBS,48.537224,-123.00972,5474
Big Bay,YRR,50.4,-125.13333,5475
Death Valley National Park,L06,36.273,-116.515,5476
Cornwall,YCC,45.0928,-74.5633,5477
Juiz de Fora,IZA,-21.513056,-43.173058,5478
Deva,DVA,45.5153,22.5813,5479
Dezmir,DZM,46.4643,23.4258,5480
Morrisville,MVL,44.5346,-72.614,5481
Dallas,RBD,32.6809,-96.8682,5482
Beaver Island,6Y8,45.72111,-85.52028,5483
Baikonur,BXY,45.621994,63.210773,5484
Moscow,MOW,55.7557,37.6176,5485
Washington County,WST,41.3496,-71.8034,5486
Block Island,BID,41.1681,-71.5778,5487
Nightmute,NME,60.471,-164.701,5488
Toksook Bay,OOK,60.5414,-165.087,5489
Tununak,TNK,60.575558,-165.27167,5490
Goodnews Bay,GNU,59.1175,-161.5775,5491
Newtok,WWT,60.939167,-164.64111,5492
Achutupo,ACU,9.2,-77.98,5493
Tubuala,TUW,9.52,-79.03,5494
Garachine,GHE,8.06,-78.36,5495
Mulatupo,MPP,8.95,-77.75,5496
Ittoqqortoormiit,OBY,70.48823,-21.97168,5497
Vinnitsa,VIN,49.24253,28.613777,5498
Angers,QXG,47.464714,-0.556405,5499
Bainbridge,BGE,30.9715,-84.6374,5500
La Romaine,ZGS,50.2597,-60.6794,5501
Kegaska,ZKG,50.1958,-61.2658,5502
Black Tickle,YBI,53.4694,-55.785,5503
Los Angeles,WHP,34.2593,-118.413,5504
Madera,MAE,36.9886,-120.112,5505
Mountain Home,U76,43.13161,-115.73057,5506
Trail,YZZ,49.0556,-117.609,5507
Arctic Bay,YAB,73.00589,-85.03255,5508
Grand-Santi,GSI,4.285833,-54.373055,5509
Maripasoula,MPY,3.6575,-54.0372,5510
Saint-Laurent-du-Maroni,LDX,5.48306,-54.0344,5511
Cayana,AAJ,3.898611,-55.577778,5512
Laduani,LDO,4.3754,-55.4075,5513
Burqin,KJI,48.2223,86.9959,5514
Capurgana,CPB,8.63333,-77.35,5515
Sohag,HMB,26.342777,31.742779,5516
Rivera,RVY,-30.9746,-55.4762,5517
Patos de Minas,POJ,-18.6728,-46.4912,5518
Bauru,JTC,-22.166859,-49.050285,5519
Ourilandia do Norte,OIA,-6.7631,-51.0499,5520
Redencao,RDC,-8.03329,-49.9799,5521
Sao Felix do Xingu,SXX,-6.6413,-51.9523,5522
Bointo,BYO,-21.2473,-56.4525,5523
Sao Felix do Araguaia,SXO,-11.6324,-50.6896,5524
Cacador,CFC,-26.7884,-50.9398,5525
Carauari,CAF,-4.87152,-66.8975,5526
Eirunepe,ERN,-6.63953,-69.8798,5527
Concordia,CCI,-27.1806,-52.0527,5528
Francisco Beltrao,FBE,-26.0592,-53.0635,5529
Confresa,CFO,-10.6344,-51.5636,5530
Jefferson,19A,34.175865,-83.5616,5531
Apalachicola,AAF,29.7275,-85.0275,5532
Umuarama,UMU,-23.7987,-53.3138,5533
Diamantina,DTI,-18.232,-43.6504,5534
Fonte Boa,FBA,-2.53261,-66.0832,5535
Sao Paulo de Olivenca,OLC,-3.4679296,-68.92041,5536
Humaita,HUW,-7.53212,-63.0721,5537
Santa Isabel do Rio Negro,IRZ,-0.3786,-64.9923,5538
Oriximina,ORX,-1.71408,-55.8362,5539
Una,UNA,-15.3552,-38.999,5540
Telfer,TEF,-21.715,122.229,5541
Alanya,GZP,36.299217,32.3006,5542
Shank,OAA,33.9225,69.077225,5543
St. Augustine,SGJ,29.95925,-81.33972,5544
Londolozi,LDZ,-24.8333,31.5,5545
Sabi Sands,INY,-24.815,31.42,5546
Fort Pierce,FPR,27.4951,-80.3683,5547
Plymouth,PYM,41.909,-70.7288,5548
North Kingstown,NCO,41.5971,-71.4121,5549
Mansfield,1B9,42.000134,-71.19677,5550
Norwood,OWD,42.1905,-71.1729,5551
Westfield,BAF,42.1578,-72.7156,5552
Montgomery,MGJ,41.51,-74.2646,5553
Harrisburg,HAR,40.2171,-76.8515,5554
Danbury,DXR,41.3715,-73.4822,5555
Nashua,ASH,42.7817,-71.5148,5556
Lawrence,LWM,42.7172,-71.1234,5557
Oxford,OXC,41.4786,-73.1352,5558
Rome,RMG,34.3506,-85.158,5559
Gadsden,GAD,33.9726,-86.089,5560
Winder,WDR,33.9829,-83.6674,5561
Dalton,DNN,34.7229,-84.8702,5562
Fort Payne,4A9,34.473694,-85.72139,5563
LaGrange,LGC,33.0089,-85.0726,5564
Cedartown,4A4,34.018696,-85.14647,5565
Pine Mountain,PIM,32.8407,-84.8824,5566
Covington,9A1,33.63231,-83.84745,5567
Gainesville,GVL,34.2726,-83.8302,5568
DeFuniak Springs,54J,30.731112,-86.15378,5569
LaFayette,9A5,34.68848,-85.29033,5570
New Philadelpha,PHD,40.4709,-81.4197,5571
Hilton Head Island,HHH,32.2244,-80.6975,5572
Ellijay,49A,34.628223,-84.52658,5573
Elizabethton,0A9,36.371223,-82.173416,5574
Tuskegee,06A,32.46057,-85.68003,5575
Augusta,DNL,33.4665,-82.0394,5576
Morganton,MRN,35.8202,-81.6114,5577
Pikeville,PVL,37.5618,-82.5664,5578
Toccoa,TOC,34.5938,-83.2958,5579
Poltava,PLV,49.5686,34.3972,5580
Wau,WUU,7.72583,27.975,5581
Humera,HUE,14.25,36.583,5582
Moyale,OYL,3.46972,39.1014,5583
Zagora,OZG,30.3203,-5.86667,5584
Yengema,WYE,8.61047,-11.0454,5585
Gbangbatok,GBK,7.767,-12.383,5586
Tampa,VDF,28.013977,-82.345276,5587
Turukhansk,THX,65.7972,87.9353,5588
Bor,TGP,61.5897,89.994,5589
Fort Worth,AFW,32.9876,-97.3188,5590
San Diego,MYF,32.4759,117.759,5591
Seoul,SEL,37.55831,126.79059,5592
Renmark,RMK,-34.1964,140.674,5593
Leigh Creek,LGH,-30.5983,138.426,5594
Rottnest Island,RTS,-32.0067,115.54,5595
Forrest,FOS,-30.8381,128.115,5596
Keewaywin,KEW,52.9911,-92.8364,5597
Marathon,YSP,48.7553,-86.3444,5598
Hearst,YHF,49.7142,-83.6861,5599
Hornepayne,YHN,49.1931,-84.7589,5600
Kirkland Lake,YKX,48.2103,-79.9814,5601
Manitouwadge,YMG,49.0839,-85.8606,5602
Wawa,YXZ,47.9667,-84.7867,5603
Manitowaning,YEM,45.8428,-81.8581,5604
Lawrence,LWC,39.0112,-95.2166,5605
Griffin,6A2,33.22697,-84.27495,5606
Nicosia,NIC,35.15111,33.27222,5607
Pompano Beach,PPM,26.2471,-80.1111,5608
Mallacoota,XMC,-37.5983,149.72,5609
Al-Ula,ULH,26.48,38.128887,5610
Yuendumu ,YUE,-22.2542,131.782,5611
Strasbourg,XWG,48.585068,7.734547,5612
Guangzhou,GZS,22.990082,113.27063,5613
Praya,LOP,-8.757322,116.27667,5614
Marmul,OMM,18.133333,55.266666,5615
108 Mile Ranch,ZMH,51.7361,-121.333,5616
Handan,HDG,36.525833,114.42555,5617
London,LOZ,37.0822,-84.0849,5618
Fredericksburg,FBG,35.1318,-78.9367,5619
Warsaw,WMI,52.4511,20.6518,5620
Jixi,JXA,45.293,131.193,5621
Seogwipo,JDG,33.3996,126.712,5622
Berlin,BER,52.36667,13.503333,5623
Gimli,YGM,50.6281,-97.0433,5624
Beloyarsky,EYK,63.6869,66.6986,5625
Racine,RAC,42.7606,-87.8152,5626
Taytay,RZP,10.81874,119.5077,5627
Otaru,QOT,43.189445,141.00223,5628
Shigatse,RKZ,29.3519,89.3114,5629
Chemehuevi Valley,49X,34.52889,-114.43197,5630
Tacoma,TIW,47.2679,-122.578,5631
Tampa,X39,28.221277,-82.37456,5632
Gulf Shores,GUF,30.2905,-87.6718,5633
Isabela,IBB,-0.942628,-90.953,5634
Vieste,VIF,41.866432,16.165161,5635
Khmeinitskiy,HMJ,49.3597,26.9334,5636
Hiroshima,HIW,34.3669,132.414,5637
Yalata,KYI,-31.4706,131.825,5638
Hazleton,HZL,40.9868,-75.9949,5639
Cumberland,CBE,39.6154,-78.7609,5640
Wyndham,WYN,-15.5114,128.153,5641
Bob Quinn Lake,YBO,56.9667,-130.25,5642
Fox Glacier,FGL,-43.4,170.033,5643
Kaluga,KLF,54.55,36.36667,5644
Stockholm,XEV,59.33,18.058056,5645
Uppsala,QYX,59.858334,17.64611,5646
Rotterdam,QRH,51.924442,4.469444,5647
Praha,XYJ,50.11,14.439444,5648
Copenhagen,ZGH,55.67278,12.564444,5649
Salzburg,ZSB,47.813057,13.046667,5650
Antwerp,ZWE,51.21722,4.421111,5651
Lephalale,ELL,-23.666668,27.75,5652
Lone Rock,LNR,43.2117,-90.1816,5653
Joliet,JOT,41.5178,-88.1755,5654
Peru,VYS,41.3519,-89.1531,5655
Jackson,JXN,42.2598,-84.4594,5656
Philadelphia,BBX,40.1375,-75.2651,5657
Okeechobee,OBE,27.2628,-80.8498,5658
Sebring,SEF,27.4564,-81.3424,5659
Avon Park,AVO,27.5912,-81.5278,5660
Winter Haven,GIF,28.0629,-81.7533,5661
Zephyrhills,ZPH,28.2282,-82.1559,5662
Ocala,OCF,29.1726,-82.2242,5663
Aiken,AIK,33.6494,-81.685,5664
Camden,CDN,34.2836,-80.5649,5665
Lumberton,LBT,34.6099,-79.0594,5666
Ridgeland,3J1,32.493416,-80.99175,5667
Pinehurst-Southern Pines,SOP,35.2374,-79.3912,5668
Bamberg,99N,33.304527,-81.10841,5669
Richland Center,93C,43.283356,-90.29828,5670
Viroqua,Y51,43.57936,-90.89648,5671
Apple River,7A4,42.466446,-90.16939,5672
Statesville,SVH,35.7653,-80.9539,5673
Sturtevant,C89,42.70325,-87.95897,5674
East Stroudsburg,N53,41.035873,-75.16068,5675
Sterling,70N,41.34736,-75.41589,5676
Middletown,06N,41.43191,-74.39156,5677
Lock Haven,LHV,41.1356,-77.4223,5678
Grove City,29D,41.146027,-80.16775,5679
Youngstown,04G,41.130474,-80.61958,5680
Wadsworth,3G3,41.00316,-81.75644,5681
Ashland,3G4,40.902973,-82.25564,5682
Monroeville,4G0,40.45264,-79.77492,5683
Somerset,2G9,40.03887,-79.01499,5684
Youngstown,4G4,40.961796,-80.67733,5685
Braceville,41N,41.211166,-80.96925,5686
Geneva,7D9,41.777832,-80.90398,5687
Cleveland,BKL,41.5175,-81.6833,5688
Dunkirk,DKK,42.4933,-79.272,5689
Hamburg,4G2,42.700893,-78.91476,5690
Trenton,N87,40.213943,-74.601776,5691
Mount Holly,LLY,39.9429,-74.8457,5692
Pedricktown,7N7,39.735565,-75.39772,5693
Linden,LDJ,40.6174,-74.2446,5694
Morgantown,O03,40.15704,-75.87049,5695
Churchville,0W3,39.566837,-76.2024,5696
Angola,ANQ,41.6397,-85.0835,5697
Plymouth,C65,41.36513,-86.300255,5698
Bucyrus,17G,40.781555,-82.97481,5699
Lake Wales,X07,27.893806,-81.62039,5700
Seneca Falls,0G7,42.883564,-76.781235,5701
Stormville,N69,41.57697,-73.73235,5702
Plainville,4B8,41.689335,-72.86469,5703
Bryan,0G6,41.467304,-84.506775,5704
Clearwater,CLW,27.9767,-82.7587,5705
Lakeland,X49,27.933357,-82.043976,5706
Berlin,QWC,52.50722,13.3325,5707
Frankfurt Oder,ZFR,52.336945,14.547222,5708
Paris,PLY,48.844723,2.373611,5709
Paris,XHP,48.876945,2.359167,5710
Paris,PAR,48.856388,2.352222,5711
Berlin,BHF,52.51,13.434722,5712
London,LON,51.508057,-0.127778,5713
New York,NYC,40.71417,-74.00584,5714
Chicago,CHI,41.88361,-87.63167,5715
Chicago,CGX,41.8588,-87.6079,5716
Tokyo,TYO,35.689445,139.69167,5717
Beijing,BJS,39.904167,116.40722,5718
Milan,MIL,45.46361,9.188056,5719
Washington,WAS,38.889442,-77.03528,5720
Montreal,YMQ,45.50861,-73.55389,5721
Toronto,YTO,43.653057,-79.38306,5722
Berlin,BGS,52.54861,13.389444,5723
North Myrtle Beach,CRE,33.8117,-78.7239,5724
Tomah,Y72,43.976223,-90.48061,5725
Buochs,BXO,46.974445,8.396944,5726
Wilkes-Barre,WBW,41.2972,-75.8512,5727
Willoughby,LNN,41.684,-81.3897,5728
Uummannaq,UMD,70.68043,-52.11163,5729
Bayannur,RLK,40.926,107.7428,5730
Frankfort,FFT,38.1825,-84.9047,5731
Lewiston,LEW,44.0485,-70.2835,5732
Florence,6S2,43.98282,-124.11137,5733
Copperhead,1A3,35.015804,-84.34683,5734
Glenview,NBU,42.090557,-87.8225,5735
Marco Island Airport,MRK,25.995,-81.6725,5736
Drummond Island,DRE,46.0093,-83.7439,5737
Lewiston,8M8,44.806526,-84.27619,5738
Gladwin,GDW,43.9706,-84.475,5739
Lowell,24C,42.95392,-85.3439,5740
Schaumburg,06C,41.98934,-88.10124,5741
Marshfield,MFI,44.6369,-90.1893,5742
Wisconsin Rapids,ISW,44.3603,-89.839,5743
Clinton,CWI,41.8311,-90.3291,5744
Beverly,BVY,42.5842,-70.9165,5745
Moscow,OSF,55.511665,37.50722,5746
Oakdale,O27,37.756332,-120.80019,5747
Trois Rivieres,YRQ,46.3528,-72.6794,5748
Poplar Bluff,POF,36.7739,-90.3249,5749
Keokuk,EOK,40.4599,-91.4285,5750
Swans Island,ME5,44.16539,-68.42817,5751
Perth,PSL,56.4392,-3.37222,5752
St. Paul,STP,44.9345,-93.06,5753
Soderhamn,SOO,61.2615,17.0991,5754
Saravane,VNA,15.709439,106.4107,5755
Bagdad,E51,34.59585,-113.1702,5756
Dikson,DKS,73.51781,80.37967,5757
Bogande,XBG,48.3295,-70.9957,5758
Bantry,BYT,51.6686,-9.48417,5759
Caherciveen,CHE,51.933334,-10.233333,5760
Alldays,ADY,-22.679,29.0555,5761
Gualala,E55,38.801613,-123.53064,5762
Kent,1G3,41.15139,-81.41511,5763
Hamilton,HAO,39.3638,-84.522,5764
Garissa,GAS,-0.463508,39.6483,5765
Hola,HOA,-1.522,40.004,5766
Kalokol,KLK,3.49,35.84,5767
Kericho,KEY,-0.3899,35.242092,5768
Kilaguni,ILU,-2.91061,38.0652,5769
Kimwarer,KRV,0.1912,35.3954,5770
Andavadoaka,DVD,-22.11111,43.270557,5771
Antsirabe,ATJ,-19.839222,47.063713,5772
Bekily,OVA,-24.235695,45.304527,5773
Ust-Tsylma,UTS,65.437294,52.200336,5774
Atlantic City NJ,ZRA,39.3665,-74.442,5775
Springfield MA,ZSF,42.106,-72.593056,5776
Amherst MA,XZK,42.375,-72.51139,5777
London,QQK,51.5309,-0.1233,5778
Stevenage,XVJ,51.902,-0.207,5779
Peterborough,XVH,52.5748,-0.2502,5780
Pomalaa,PUM,-4.183333,121.61667,5781
Whittlesford,WLF,52.104,0.166,5782
Gorno-Altaysk,RGK,51.9667,85.8333,5783
Fond du Lac,FLD,43.7712,-88.4884,5784
Stevens Point,STE,44.5452,-89.5303,5785
Honuu,MQJ,66.45086,143.26155,5786
Forest Lake,25D,45.247746,-92.994385,5787
Hannover,ZVM,52.329037,9.822136,5788
Peenemunde,PEF,54.15778,13.774444,5789
Nusawiru,CJN,-7.719895,108.489,5790
Galion,GQQ,40.7534,-82.7238,5791
Tiputini,TPN,-0.776111,-75.5264,5792
Pastaza,PTZ,-1.50524,-78.0627,5793
Clarksville,CKV,36.6219,-87.415,5794
Liege,XHN,50.6333,5.56667,5795
Wyk,OHR,54.411,8.3145,5796
Lompoc,LPC,34.6656,-120.468,5797
